NACA64 airfoil with an aspect ratio of 17.  Original -180 to 180deg Cl, Cd, and Cm versus AOA data taken from Appendix A of DOWEC document 10046_009.pdf (numerical values obtained from Koert Lindenburg of ECN).
Cl and Cd values corrected for rotational stall delay and Cd values corrected using the Viterna method for 0 to 90deg AOA by Jason Jonkman using AirfoilPrep_v2p0.xls.
   1        Number of airfoil tables in this file
   0.0      Table ID parameter
   9.00     Stall angle (deg)
   0.0      No longer used, enter zero
   0.0      No longer used, enter zero
   0.0      No longer used, enter zero
  -4.4320   Zero Cn angle of attack (deg)
   6.0031   Cn slope for zero lift (dimensionless)
   1.4073   Cn extrapolated to value at positive stall angle of attack
  -0.7945   Cn at stall value for negative angle of attack
  -1.00     Angle of attack for minimum CD (deg)
   0.0052   Minimum CD value
-180.00    0.000   0.0198   0.0000
-175.00    0.374   0.0341   0.1880
-170.00    0.749   0.0955   0.3770
-160.00    0.659   0.2807   0.2747
-155.00    0.736   0.3919   0.3130
-150.00    0.783   0.5086   0.3428
-145.00    0.803   0.6267   0.3654
-140.00    0.798   0.7427   0.3820
-135.00    0.771   0.8537   0.3935
-130.00    0.724   0.9574   0.4007
-125.00    0.660   1.0519   0.4042
-120.00    0.581   1.1355   0.4047
-115.00    0.491   1.2070   0.4025
-110.00    0.390   1.2656   0.3981
-105.00    0.282   1.3104   0.3918
-100.00    0.169   1.3410   0.3838
 -95.00    0.052   1.3572   0.3743
 -90.00   -0.067   1.3587   0.3636
 -85.00   -0.184   1.3456   0.3517
 -80.00   -0.299   1.3181   0.3388
 -75.00   -0.409   1.2765   0.3248
 -70.00   -0.512   1.2212   0.3099
 -65.00   -0.606   1.1532   0.2940
 -60.00   -0.689   1.0731   0.2772
 -55.00   -0.759   0.9822   0.2595
 -50.00   -0.814   0.8820   0.2409
 -45.00   -0.850   0.7742   0.2212
 -40.00   -0.866   0.6610   0.2006
 -35.00   -0.860   0.5451   0.1789
 -30.00   -0.829   0.4295   0.1563
 -25.00   -0.853   0.3071   0.1156
 -24.00   -0.870   0.2814   0.1040
 -23.00   -0.890   0.2556   0.0916
 -22.00   -0.911   0.2297   0.0785
 -21.00   -0.934   0.2040   0.0649
 -20.00   -0.958   0.1785   0.0508
 -19.00   -0.982   0.1534   0.0364
 -18.00   -1.005   0.1288   0.0218
 -17.00   -1.082   0.1037   0.0129
 -16.00   -1.113   0.0786  -0.0028
 -15.00   -1.105   0.0535  -0.0251
 -14.00   -1.078   0.0283  -0.0419
 -13.50   -1.053   0.0158  -0.0521
 -13.00   -1.015   0.0151  -0.0610
 -12.00   -0.904   0.0134  -0.0707
 -11.00   -0.807   0.0121  -0.0722
 -10.00   -0.711   0.0111  -0.0734
  -9.00   -0.595   0.0099  -0.0772
  -8.00   -0.478   0.0091  -0.0807
  -7.00   -0.375   0.0086  -0.0825
  -6.00   -0.264   0.0082  -0.0832
  -5.00   -0.151   0.0079  -0.0841
  -4.00   -0.017   0.0072  -0.0869
  -3.00    0.088   0.0064  -0.0912
  -2.00    0.213   0.0054  -0.0946
  -1.00    0.328   0.0052  -0.0971
   0.00    0.442   0.0052  -0.1014
   1.00    0.556   0.0052  -0.1076
   2.00    0.670   0.0053  -0.1126
   3.00    0.784   0.0053  -0.1157
   4.00    0.898   0.0054  -0.1199
   5.00    1.011   0.0058  -0.1240
   6.00    1.103   0.0091  -0.1234
   7.00    1.181   0.0113  -0.1184
   8.00    1.257   0.0124  -0.1163
   8.50    1.293   0.0130  -0.1163
   9.00    1.326   0.0136  -0.1160
   9.50    1.356   0.0143  -0.1154
  10.00    1.382   0.0150  -0.1149
  10.50    1.400   0.0267  -0.1145
  11.00    1.415   0.0383  -0.1143
  11.50    1.425   0.0498  -0.1147
  12.00    1.434   0.0613  -0.1158
  12.50    1.443   0.0727  -0.1165
  13.00    1.451   0.0841  -0.1153
  13.50    1.453   0.0954  -0.1131
  14.00    1.448   0.1065  -0.1112
  14.50    1.444   0.1176  -0.1101
  15.00    1.445   0.1287  -0.1103
  15.50    1.447   0.1398  -0.1109
  16.00    1.448   0.1509  -0.1114
  16.50    1.444   0.1619  -0.1111
  17.00    1.438   0.1728  -0.1097
  17.50    1.439   0.1837  -0.1079
  18.00    1.448   0.1947  -0.1080
  18.50    1.452   0.2057  -0.1090
  19.00    1.448   0.2165  -0.1086
  19.50    1.438   0.2272  -0.1077
  20.00    1.428   0.2379  -0.1099
  21.00    1.401   0.2590  -0.1169
  22.00    1.359   0.2799  -0.1190
  23.00    1.300   0.3004  -0.1235
  24.00    1.220   0.3204  -0.1393
  25.00    1.168   0.3377  -0.1440
  26.00    1.116   0.3554  -0.1486
  28.00    1.015   0.3916  -0.1577
  30.00    0.926   0.4294  -0.1668
  32.00    0.855   0.4690  -0.1759
  35.00    0.800   0.5324  -0.1897
  40.00    0.804   0.6452  -0.2126
  45.00    0.793   0.7573  -0.2344
  50.00    0.763   0.8664  -0.2553
  55.00    0.717   0.9708  -0.2751
  60.00    0.656   1.0693  -0.2939
  65.00    0.582   1.1606  -0.3117
  70.00    0.495   1.2438  -0.3285
  75.00    0.398   1.3178  -0.3444
  80.00    0.291   1.3809  -0.3593
  85.00    0.176   1.4304  -0.3731
  90.00    0.053   1.4565  -0.3858
  95.00   -0.074   1.4533  -0.3973
 100.00   -0.199   1.4345  -0.4075
 105.00   -0.321   1.4004  -0.4162
 110.00   -0.436   1.3512  -0.4231
 115.00   -0.543   1.2874  -0.4280
 120.00   -0.640   1.2099  -0.4306
 125.00   -0.723   1.1196  -0.4304
 130.00   -0.790   1.0179  -0.4270
 135.00   -0.840   0.9064  -0.4196
 140.00   -0.868   0.7871  -0.4077
 145.00   -0.872   0.6627  -0.3903
 150.00   -0.850   0.5363  -0.3665
 155.00   -0.798   0.4116  -0.3349
 160.00   -0.714   0.2931  -0.2942
 170.00   -0.749   0.0971  -0.3771
 175.00   -0.374   0.0334  -0.1879
 180.00    0.000   0.0198   0.0000


